"canopus_formulaRank"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#all classifications"	"canopus_ionMass"	"canopus_retentionTimeInSeconds"	"canopus_retentionTimeInMinutes"	"canopus_formulaId"	"canopus_alignedFeatureId"	"canopus_compoundId"	"canopus_mappingFeatureId"	"canopus_overallFeatureQuality"	"feature_id"
1	"C34H60O"	"[M + H3N + H]+"	"C34H64NO+"	"Fatty acids"	0.805	"Fatty acyls"	0.237	"Prenyl quinone meroterpenoids"	0.187	"Lipids and lipid-like molecules"	0.944	"Fatty Acyls"	0.717	"Fatty alcohols"	0.562	NA	NA	"Fatty alcohols"	0.562	"Organic compounds; Lipids and lipid-like molecules; Prenol lipids; Primary alcohols; Organooxygen compounds; Fatty alcohols; Fatty Acyls; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	502.499	498	8.292	860778289269338240	860777725013775872	860777725013775872	2492	NA	2492
1	"C42H86NO7P"	"[M + H]+"	"C42H87NO7P+"	"Fatty acids"	0.999	"Glycerophospholipids"	1	"Glycerophosphocholines"	0.993	"Lipids and lipid-like molecules"	0.985	"Glycerophospholipids"	0.995	"Glycerophosphocholines"	0.976	"1-alkyl,2-acylglycero-3-phosphocholines"	0.6	"1-alkyl,2-acylglycero-3-phosphocholines"	0.6	"Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Carbonyl compounds; Glycerophosphocholines; Glycerol ethers; Amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; Organic cations; 1-alkyl,2-acylglycero-3-phosphocholines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	748.622	498	8.297	860778289546162432	860777724493682176	860777724493682176	2477	NA	2477
1	"C44H87NO5"	"[M + K]+"	"C44H87KNO5+"	"Fatty acids"	0.984	"Spingolipids"	0.784	"Neutral glycosphingolipids"	0.139	"Lipids and lipid-like molecules"	0.885	"Fatty Acyls"	0.799	"Fatty amides"	0.535	"N-acyl amines"	0.518	"N-acyl amines"	0.518	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	748.622	498	8.297	860778277592395136	860777725982660224	860777725982660224	2519	NA	2519
1	"C78H118N2O4"	"[M + H3N + H]+"	"C78H122N3O4+"	"Fatty acids"	0.93	"Fatty amides"	0.44	"N-acyl amines"	0.182	"Lipids and lipid-like molecules"	0.829	"Fatty Acyls"	0.55	"Fatty amides"	0.545	"N-acyl amines"	0.518	"N-acyl amines"	0.518	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1164.944	499	8.309	860778272483732608	860777725244462592	860777725244462592	2499	NA	2499
1	"C44H86NO7P"	"[M + H]+"	"C44H87NO7P+"	"Fatty acids"	0.999	"Glycerophospholipids"	1	"Glycerophosphocholines"	0.992	"Lipids and lipid-like molecules"	0.983	"Glycerophospholipids"	0.994	"Glycerophosphocholines"	0.973	"1-(1Z-alkenyl),2-acyl-glycerophosphocholines"	0.511	"1-(1Z-alkenyl),2-acyl-glycerophosphocholines"	0.511	"Organic compounds; Lipids and lipid-like molecules; Glycerolipids; Glycerophospholipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Phosphocholines; Carbonyl compounds; Glycerophosphocholines; Glycerol ethers; Amines; Glycerol vinyl ethers; Alkyl phosphates; Dialkyl phosphates; Organic cations; 1-(1Z-alkenyl),2-acyl-glycerophosphocholines; 1-alkyl,2-acylglycero-3-phosphocholines; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	772.622	499	8.317	860778369472823808	860777725282211328	860777725282211328	2500	NA	2500
1	"C37H67NO2"	"[M + H3N + H]+"	"C37H71N2O2+"	"Fatty acids"	1	"Fatty amides"	0.992	"Primary amides"	0.483	"Lipids and lipid-like molecules"	0.922	"Fatty Acyls"	0.907	"Fatty amides"	0.903	"N-acyl amines"	0.76	"N-acyl amines"	0.76	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	575.551	500	8.327	860778294898094592	860777725315765760	860777725315765760	2501	NA	2501
1	"C34H69N3O2"	"[M - H2O + H]+"	"C34H68N3O+"	"Fatty acids"	0.994	"Fatty amides"	0.84	"N-acyl amines"	0.283	"Lipids and lipid-like molecules"	0.964	"Fatty Acyls"	0.941	"Fatty amides"	0.958	"N-acyl amines"	0.799	"N-acyl amines"	0.799	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	534.536	500	8.331	860778268125850368	860777725382874624	860777725382874624	2503	NA	2503
1	"C30H63NO2"	"[M - H2O + H]+"	"C30H62NO+"	"Fatty acids"	1	"Fatty amides"	0.995	"N-acyl amines"	0.626	"Lipids and lipid-like molecules"	0.949	"Fatty Acyls"	0.956	"Fatty amides"	0.948	"N-acyl amines"	0.928	"N-acyl amines"	0.928	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Alkanolamines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	452.483	501	8.344	860778273012215040	860777725496120832	860777725496120832	2506	NA	2506
1	"C60H119NO2"	"[M + H3N + H]+"	"C60H123N2O2+"	"Fatty acids"	0.999	"Fatty amides"	0.932	"N-acyl amines"	0.168	"Lipids and lipid-like molecules"	0.97	"Fatty Acyls"	0.938	"Fatty amides"	0.905	"N-acyl amines"	0.78	"N-acyl amines"	0.78	"Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	903.958	501	8.345	860778273150627072	860777725529675264	860777725529675264	2507	NA	2507
1	"C61H109N11O13"	"[M + Na]+"	"C61H109N11NaO13+"	"Amino acids and Peptides"	0.9	"Oligopeptides"	0.998	"Lipopeptides"	0.343	"Organic acids and derivatives"	0.999	"Carboxylic acids and derivatives"	0.994	"Amino acids, peptides, and analogues"	0.988	"Peptides"	0.682	"Peptides"	0.682	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Carboximidamides; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1226.808	501	8.352	860778372610163200	860777725600978432	860777725600978432	2508	NA	2508
3	"C44H71N5O14"	"[M + H3N + H]+"	"C44H75N6O14+"	"Carbohydrates"	0.882	"Nucleosides"	0.835	"Pyrimidine nucleosides"	0.922	"Lipids and lipid-like molecules"	0.818	"Fatty Acyls"	0.751	"Fatty amides"	0.676	"N-acyl amines"	0.626	"N-acyl amines"	0.626	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrimidines and pyrimidine derivatives; Alcohols and polyols; Lactams; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Pyrimidones; Organooxygen compounds; Fatty amides; Organic carbonic acids and derivatives; Carboxylic acid amides; Ureas; Carboxylic acid derivatives; N-acyl amines; Diazines; Acetals; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Glycosyl compounds; Hydropyrimidines; Glycosylamines; O-glycosyl compounds; Benzene and substituted derivatives; Benzenoids; Vinylogous amides; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	911.534	502	8.36	860778334802705536	860777725802305152	860777725802305152	2514	NA	2514
1	"C37H75NO3"	"[M + H]+"	"C37H76NO3+"	"Fatty acids"	1	"Spingolipids"	0.924	"Ceramides"	0.797	"Lipids and lipid-like molecules"	0.985	"Sphingolipids"	0.411	"Ceramides"	0.646	NA	NA	"Ceramides"	0.646	"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Ceramides; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	582.582	502	8.362	860778270537575424	860777725735196288	860777725735196288	2512	NA	2512
1	"C62H111N11O14"	"[M + Na]+"	"C62H111N11NaO14+"	"Amino acids and Peptides"	0.883	"Oligopeptides"	0.995	"Linear peptides"	0.635	"Organic acids and derivatives"	0.977	"Carboxylic acids and derivatives"	0.922	"Amino acids, peptides, and analogues"	0.865	"Peptides"	0.562	"Peptides"	0.562	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	1256.819	502	8.362	860778306889610624	860777725768750720	860777725768750720	2513	NA	2513
1	"C54H69N3O8"	"[M - H2O + H]+"	"C54H68N3O7+"	"Polyketides"	0.688	"Linear polyketides"	0.564	"Open-chain polyketides"	0.208	"Lipids and lipid-like molecules"	0.646	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.646	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	870.507	502	8.363	860778339882007936	860777725873608320	860777725873608320	2516	NA	2516
2	"C42H73N9O4"	"[M + H]+"	"C42H74N9O4+"	"Amino acids and Peptides"	0.944	"Oligopeptides"	0.917	"Linear peptides"	0.328	"Organic acids and derivatives"	0.984	"Carboxylic acids and derivatives"	0.98	"Amino acids, peptides, and analogues"	0.935	"Peptides"	0.532	"Peptides"	0.532	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Alpha amino acid amides; Benzenoids; Amines; Primary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	768.58	502	8.364	860778298945598464	860777725835859584	860777725835859584	2515	NA	2515
1	"C40H79NO8"	"[M + K]+"	"C40H79KNO8+"	"Polyketides"	0.875	"Linear polyketides"	0.937	"Open-chain polyketides"	0.8	"Lipids and lipid-like molecules"	0.723	"Fatty Acyls"	0.718	NA	NA	NA	NA	"Fatty Acyls"	0.718	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Lactones; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Secondary alcohols; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	740.547	502	8.365	860778283644776192	860777725911357056	860777725911357056	2517	NA	2517
4	"C43H69N3O6"	"[M + K]+"	"C43H69KN3O6+"	"Polyketides"	0.549	"Linear polyketides"	0.735	"Open-chain polyketides"	0.613	"Lipids and lipid-like molecules"	0.671	NA	NA	NA	NA	NA	NA	"Lipids and lipid-like molecules"	0.671	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	762.48	502	8.37	860778283514752768	860777726016214656	860777726016214656	2520	NA	2520
2	"C42H66O12"	"[M - H2O + H]+"	"C42H65O11+"	"Terpenoids"	0.961	"Triterpenoids"	0.979	"Oleanane triterpenoids"	0.19	"Lipids and lipid-like molecules"	0.977	"Prenol lipids"	0.934	"Triterpenoids"	0.9	NA	NA	"Triterpenoids"	0.9	"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Ethers; Steroids and steroid derivatives; Prenol lipids; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Cyclic alcohols and derivatives; Hydroxysteroids; Monosaccharides; Triterpenoids; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	745.453	502	8.37	860778327890492160	860777726087517824	860777726087517824	2522	NA	2522
2	"C45H72N4O6"	"[M + K]+"	"C45H72KN4O6+"	"Amino acids and Peptides"	0.503	"Oligopeptides"	0.959	"Depsipeptides"	0.243	"Organic acids and derivatives"	0.993	"Carboxylic acids and derivatives"	0.985	"Amino acids, peptides, and analogues"	0.807	"Amino acids and derivatives"	0.79	"Alpha amino acids and derivatives"	0.625	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Phenethylamines; Amphetamines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary alcohols; Secondary carboxylic acid amides; Tertiary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	803.506	502	8.371	860778284563328896	860777726053963392	860777726053963392	2521	NA	2521
1	"C31H46N2O6"	"[M + H]+"	"C31H47N2O6+"	"Alkaloids"	0.795	"Tyrosine alkaloids"	0.9	"Isoquinoline alkaloids"	0.676	"Organic oxygen compounds"	0.999	"Organooxygen compounds"	0.998	"Ethers"	0.763	"Alkyl aryl ethers"	0.583	"Alkyl aryl ethers"	0.583	"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Alkyl aryl ethers; Alcohols and polyols; Ethers; Organonitrogen compounds; Organooxygen compounds; Cyclic alcohols and derivatives; Trialkylamines; Benzenoids; Amines; Tertiary amines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	543.343	502	8.373	860778275491048832	860777725424817664	860777725424817664	2504	NA	2504
